pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
EPIC 206042996 b,EPIC 206042996,2600942622915012608,2600942622915012608,12785571,,337.5136198,-13.6101475,16.59,8.28695986545362,13.964,5.66095986545362,13.071,4.76795986545362,15.1373,16.061,15.9752,7.67215986545362,2.1349521503248,,,,4114.0,4.8,0.006,0.565,0.5,,-0.97996,,,,,457.728576660156,449.616333007813,470.310577392578,1.23167669773102,LO,0.180757433176041,5.2986,1.7,3.144,K2,2019,K2
EPIC 206042996 c,EPIC 206042996,2600942622915012608,2600942622915012608,12785571,,337.5136198,-13.6101475,16.59,8.28695986545362,13.964,5.66095986545362,13.071,4.76795986545362,15.1373,16.061,15.9752,7.67215986545362,2.1349521503248,,,,4114.0,4.8,0.006,0.565,0.5,,-0.97996,,,,,457.728576660156,449.616333007813,470.310577392578,1.23167669773102,LO,0.180757433176041,0.354884,1.2,1.07,K2,2021,K2
EPIC 206317286 c,EPIC 206317286,2621545958991110144,2621545958991110144,250956593,,337.6178427,-7.972456,14.005,6.50469667265094,12.258,4.75769667265094,11.635,4.13469667265094,13.1461,13.806,13.774,6.27369667265094,3.12028259016578,-15.1660718917847,2.64265036582947,Gaia,4752.0,4.596,0.019,0.832,0.758,,-0.59336,,,,,316.271942138672,314.431182861328,318.409637451172,0.973077774047852,LO,0.0,17.515472,2.094,3.936,K2,2022,K2
EPIC 206317286 b,EPIC 206317286,2621545958991110144,2621545958991110144,250956593,,337.6178427,-7.972456,14.005,6.50469667265094,12.258,4.75769667265094,11.635,4.13469667265094,13.1461,13.806,13.774,6.27369667265094,3.12028259016578,-15.1660718917847,2.64265036582947,Gaia,4752.0,4.596,0.019,0.711,0.669,,-0.59336,,,,,316.271942138672,314.431182861328,318.409637451172,0.973077774047852,LO,0.0,1.58252,0.96,1.752,K2,2019,K2
K2-367 b,K2-367,2601048588348190976,2601048588348190976,12821302,,337.8588454,-13.2644554,13.794,7.54931193877868,11.666,5.42131193877868,10.957,4.71231193877868,12.6884,13.418,13.3983,7.15361193877868,5.59329230061109,15.5145044326782,3.14525699615479,Gaia,4348.0,4.726,-0.351,0.756,0.625,,-0.85399,,,,,177.393463134766,176.940673828125,177.946563720703,0.974631667137146,LO,0.0,20.645099,2.413,2.376,K2,2022,K2
K2-54 b,K2-54,2594546351459477760,2594546351459477760,12822545,,338.0541631,-17.5440636,14.542,8.35363249293667,11.85,5.66163249293667,11.075,4.88663249293667,13.0367,13.441,13.9449,7.75653249293667,5.7373377514131,19.9370136260986,2.99860668182373,Gaia,3990.0,4.61,-0.02,0.615,0.643,,-1.02228,,,,,172.851638793945,172.131423950195,173.400650024414,1.04363083839417,LO,0.0,9.7833,2.6116925,2.7888,K2,2016,K2
K2-39 b,K2-39,2609222216055014144,2609222216055014144,250977648,,338.3682095,-9.0229405,10.831,3.40458580206163,9.082,1.65558580206163,8.516,1.08958580206163,9.9735,10.581,10.5959,3.16948580206163,3.23626271947249,24.48366355896,0.140405684709549,Gaia,4881.0,3.44,0.32,0.66,2.97,,0.67409,,,,,305.691131591797,304.385192871094,307.068572998047,1.01643097400665,LO,0.0700052008032799,4.60543,6.27704,8.184,K2,2016,K2
TOI-132 b,TOI-132,6520880040423258240,6520880040423258240,89020549,,338.3996623,-43.436872,11.197,5.12730645066732,10.141,4.07130645066732,9.646,3.57630645066732,10.8061,,11.3208,5.25110645066732,6.08103244479578,-20.0066680908203,0.289452254772186,Gaia,5397.0,4.48,0.16,0.97,0.9,G8 V,-0.22185,6.34,0.42,-2.35,,163.658554077148,163.085220336914,164.25830078125,1.0188889503479,LO,0.162690192461014,2.1097019,3.42,2.1344043,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
K2-70 b,K2-70,2608811445383136768,2608811445383136768,250979498,,338.4759328,-10.0849917,13.074,6.19793789048124,11.355,4.47893789048124,10.853,3.97693789048124,12.2003,12.77,12.7782,5.90213789048124,4.19190068148141,-37.547737121582,0.804073572158814,Gaia,5622.0,4.478,0.06,0.94,0.93,,-0.42935,,,,,237.253387451172,236.319458007813,238.204879760742,1.05906713008881,LO,0.0701019838452339,13.97896,2.89,3.52,K2,2016,K2
K2-60 b,K2-60,2597973387468989568,2597973387468989568,206284139,,338.6062312,-13.7318044,12.857,4.47274134324798,11.41,3.02574134324798,10.993,2.60874134324798,12.1112,12.59,12.6108,4.22654134324798,2.07143375958778,-46.4756469726563,3.60612630844116,Gaia,5500.0,4.07,0.01,0.97,1.12,G4 V,0.28233,10.0,3.0,-3.0,,475.172973632813,471.53076171875,479.44793701171903,1.04073297977448,LO,0.0687877163290978,3.00265,7.655747,3.08,K2,2016,K2
K2-75 c,K2-75,2621784209417087360,2621784209417087360,250996363,,338.844896,-7.469895,12.803,3.99303980978879,11.564,2.75403980978879,11.178,2.36803980978879,12.1492,12.566,12.5886,3.77863980978879,1.70598875206209,1.92046570777893,1.29833734035492,Gaia,5995.0,4.118,0.3,1.16,1.56,,0.34943,,,,,578.08544921875,571.100158691406,583.789855957031,1.00859689712524,LO,0.0588877126574516,18.311,2.77,6.42,K2,2016,K2
K2-75 b,K2-75,2621784209417087360,2621784209417087360,250996363,,338.844896,-7.469895,12.803,3.99303980978879,11.564,2.75403980978879,11.178,2.36803980978879,12.1492,12.566,12.5886,3.77863980978879,1.70598875206209,1.92046570777893,1.29833734035492,Gaia,5995.0,4.118,0.3,1.16,1.56,,0.34943,,,,,578.08544921875,571.100158691406,583.789855957031,1.00859689712524,LO,0.0588877126574516,7.8142,2.67,5.48,K2,2016,K2
K2-59 c,K2-59,2597903091739512320,2597903091739512320,188570847,,338.94255,-14.027727,14.266,6.80291518962277,12.454,4.99091518962277,11.838,4.37491518962277,13.3397,13.869,13.9395,6.47641518962277,3.17059114024066,-30.6847248077393,2.9043653011322,Gaia,5055.0,4.592,,0.774,0.731,,-0.66037,,,,,310.897308349609,308.435089111328,313.335662841797,1.11628067493439,LO,0.0572310797870159,11.2954,2.3,1.75,K2,2016,K2
K2-59 b,K2-59,2597903091739512320,2597903091739512320,188570847,,338.94255,-14.027727,14.266,6.80291518962277,12.454,4.99091518962277,11.838,4.37491518962277,13.3397,13.869,13.9395,6.47641518962277,3.17059114024066,-30.6847248077393,2.9043653011322,Gaia,5055.0,4.592,,0.774,0.731,,-0.66037,,,,,310.897308349609,308.435089111328,313.335662841797,1.11628067493439,LO,0.0572310797870159,20.6921,2.41,2.76,K2,2016,K2
HD 213885 b,HD 213885,6407428994690988928,6407428994690988928,403224672,HD 213885,338.9837166,-59.864829,7.95,4.55590609642192,6.806,3.41190609642192,6.419,3.02490609642192,7.384,,7.80173,4.40763609642192,20.9317376583137,36.037712097168,0.121393501758575,Gaia,5978.0,4.3827,-0.04,1.068,1.1011,G,0.13862,3.8,0.66,-0.79,18.58,47.7330055236816,47.680213928222706,47.777458190918,1.08930027484894,LO,0.148433059453964,1.008035,1.745,1.41,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HATS-72 b,HATS-72,2594869603582993792,2594869603582993792,188570092,,339.0258401,-17.0003046,12.324,6.81420963034931,10.424,4.91420963034931,9.764,4.25420963034931,11.3875,,12.0725,6.56270963034931,7.88803851740704,16.4496097564697,0.814486503601074,Gaia,4656.1,4.5853,0.099,0.7311,0.7214,,-0.65896,12.17,0.24,-0.45,48.725,126.46142578125,126.221656799316,126.749237060547,1.11473143100739,LO,0.0738766863942146,7.3279474,8.0973816,3.08472,HATSouth,2020,HAT
TOI-6130 b,TOI-6130,2736716262948031872,2736716262948031872,210083929,,339.2050832,16.8271941,11.21,4.5162502506642,9.966,3.2722502506642,9.655,2.9612502506642,10.5581,,10.9775,4.2837502506642,4.5492532573048,-23.5150032043457,0.40928903222084,Gaia,6110.0,4.19,0.28,1.31,1.51,F,0.4609,0.3,0.1,-0.1,11.1,218.147354125977,217.472198486328,218.8134765625,0.873414278030396,LO,0.0630288943648338,2.392679,14.3474953,2.42,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-61 b,K2-61,2598309945401588224,2598309945401588224,402314147,,339.6748444,-13.5600447,13.173,5.1060259680726,11.758,3.6910259680726,11.385,3.3180259680726,12.3951,12.975,12.8575,4.7905259680726,2.40772441571218,-6.52912616729736,1.83302533626556,Gaia,5748.0,4.38,0.03,0.97,0.995,,-0.01524,,,,,410.577178955078,407.872467041016,413.758941650391,1.01444458961487,LO,0.074010893702507,2.57336,1.92,2.33,K2,2016,K2
K2-74 b,K2-74,2609566053956741888,2609566053956741888,251018878,,339.9192984,-8.7145697,12.715,4.84462878670252,11.427,3.55662878670252,11.068,3.19762878670252,12.0167,12.43,12.4364,4.56602878670252,2.63567172973072,28.3390007019043,1.66725039482117,Gaia,6060.0,4.444,-0.21,0.96,0.98,,0.05957,,,,,375.037109375,373.329864501953,377.155395507813,1.05842351913452,LO,0.0626436322927475,19.5666,2.31,5.12,K2,2016,K2
TOI-1516 b,TOI-1516,2226107083103120640,2226107083103120640,376637093,,340.0846204,69.5037313,10.858,3.90495767075682,9.919,2.96595767075682,9.669,2.71595767075682,10.377,,10.7156,3.76255767075682,4.05406825562943,-26.1155433654785,0.514383316040039,Gaia,6520.0,4.25,-0.05,1.14,1.14,F8 V,0.39065,4.82,2.44,-1.29,,245.815048217773,245.253845214844,246.301132202148,0.945757448673248,LO,0.0676504001021385,2.056014,15.24421375,2.826,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-21 c,K2-21,2596888100773300224,2596888100773300224,240766850,,340.3037846,-14.4893256,12.851,8.24269004341207,10.251,5.64269004341207,9.417,4.80869004341207,11.4644,12.316,12.2785,7.67019004341207,11.966229989168,3.54224562644959,0.815405309200287,Gaia,4222.06,4.828,-0.11,0.676023,0.646783,M0.0,-0.98492,,,,,83.4952926635742,83.3875885009766,83.5901641845703,1.12850689888,LO,0.0729277804493904,15.50192,2.49,2.333,K2,2015,K2
K2-21 b,K2-21,2596888100773300224,2596888100773300224,240766850,,340.3037846,-14.4893256,12.851,8.24269004341207,10.251,5.64269004341207,9.417,4.80869004341207,11.4644,12.316,12.2785,7.67019004341207,11.966229989168,3.54224562644959,0.815405309200287,Gaia,4222.06,4.828,-0.11,0.676023,0.646783,M0.0,-0.98492,,,,,83.4952926635742,83.3875885009766,83.5901641845703,1.12850689888,LO,0.0729277804493904,9.325038,1.84,2.372,K2,2015,K2
LHS 3844 b,LHS 3844,6385548541499112448,6385548541499112448,410153553,,340.4962038,-69.1721081,15.24,14.3788096624155,10.046,9.18480966241554,9.145001,8.28381066241554,11.9238,,13.3925,12.5313096624155,67.2123471618303,-9.90207099914551,0.761328339576721,Gaia,3036.0,5.06,,0.151,0.189,M5,-2.56543,,,,,14.867504119873,14.8634824752808,14.8715000152588,1.16238617897034,LO,0.154947936534882,0.46292913,1.303,0.5212,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
EPIC 206032309 b,EPIC 206032309,2597400855444243840,2597400855444243840,145752628,,341.2404563,-13.9011223,17.89,11.8608165128198,13.429,7.39981651281975,12.538,6.50881651281975,14.8945,15.782,16.0689,10.0397165128198,6.18333749177975,,,,3489.0,4.8514,,0.221,0.37344,,-1.73006,,,,,160.633712768555,159.440017700195,161.695388793945,0.961961805820465,LO,0.0,2.87814,1.01,,K2,2019,K2
HATS-60 b,HATS-60,2596986648798061952,2596986648798061952,145750719,,341.3640336,-14.9917747,12.662,4.27115553424006,11.377,2.98615553424006,10.988,2.59715553424006,12.0213,,12.5004,4.10955553424006,2.07225705490555,28.1141223907471,1.0720899105072,Gaia,5688.0,4.148,0.335,1.097,1.46,,0.30016,7.55,0.7,-0.3,,476.616302490234,472.564636230469,480.925720214844,1.17096102237701,LO,0.0910503715276718,3.560829,12.923977,3.8592,HATSouth,2018,HAT
K2-71 b,K2-71,2608279114251674624,2608279114251674624,402287746,,341.7248656,-9.8816109,16.14,10.2159605878248,12.598,6.67396058782483,11.732,5.80796058782483,14.0224,14.875,15.1887,9.26466058782483,6.48019229996921,9.4003849029541,5.37800264358521,Gaia,4006.0,4.852,,0.477,0.426,,-1.51871,,,,,153.041030883789,152.445465087891,153.693069458008,1.06510579586029,LO,0.0714444890618324,6.98541,2.15,1.41,K2,2016,K2
K2-265 b,K2-265,2597119620985658496,2597119620985658496,146364192,,342.0316493,-14.4947789,11.187,5.47132799974734,9.726,4.01032799974734,9.259,3.54332799974734,10.4222,10.916,10.9277,5.21202799974734,7.15495732004112,-17.4271144866943,0.615106701850891,Gaia,5420.0,4.465,0.033,0.901,0.92,G8 V,-0.18243,7.8,4.0,-4.6,,139.038284301758,138.751647949219,139.325958251953,0.962911009788513,LO,0.0806088224053383,2.36902,1.70824866,2.3088,K2,2018,K2
WASP-75 b,WASP-75,2605161444735454464,2605161444735454464,36592530,,342.3858995,-10.6754686,11.591,4.23624426152248,10.362,3.00724426152248,10.062,2.70724426152248,10.931,11.299,11.3347,3.97994426152248,3.33871996456426,3.01765561103821,0.419069170951843,Gaia,6100.0,4.29,0.07,1.14,1.26,F9,0.30426,3.5,0.5,-0.5,,295.767974853516,294.230529785156,297.368041992188,0.85385662317276,LO,0.104069076478481,2.484193,14.235,1.9728,SuperWASP,2013,WASP
K2-57 b,K2-57,2603155390066307456,2603155390066307456,146799150,,342.6918241,-14.0700007,14.414,7.32233597273229,12.35,5.25833597273229,11.645,4.55333597273229,13.3833,14.101,14.1038,7.01213597273229,3.7748519519165296,0.0502766333520412,4.73480749130249,Gaia,4413.0,4.629,0.08,0.699,0.671,,-0.8122,6.8,4.7,-4.5,,262.019012451172,260.773162841797,263.219543457031,1.0329647064209,LO,0.0,9.0073,2.30905002,2.58,K2,2016,K2
HAT-P-8 b,HAT-P-8,1891507552826485632,1891507552824189568,188876052,,343.0414932,35.4471778,10.358,3.71276765074366,9.214,2.56876765074366,8.953,2.30776765074366,9.7758,,10.1489,3.50366765074366,4.66060777536259,-22.0417861938477,0.223622843623161,Gaia,6200.0,4.15,0.01,1.27,1.57,F6,0.519,,,,,213.32731628418,212.287689208984,214.308486938477,1.02090895175934,LO,0.153346359729767,3.07634,15.6926,3.9016058,HATNet,2008,HAT
HIP 113103 b,HIP 113103,6541360574788758016,6541360574788758016,121490076,,343.5723794,-43.0102291,9.95,6.62713113555444,8.195,4.87213113555444,7.557,4.23413113555444,8.9988,,9.61752,6.29465113555444,21.6178587309871,14.0817699432373,0.14926378428936,Gaia,4930.0,4.6,-0.1,0.761,0.742,,-0.57629,0.47,0.17,-0.11,9.92,46.1927452087402,46.14892578125,46.233402252197294,1.11475670337677,LO,0.0821114629507065,7.610303,1.829,2.1384,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HIP 113103 c,HIP 113103,6541360574788758016,6541360574788758016,121490076,,343.5723794,-43.0102291,9.95,6.62713113555444,8.195,4.87213113555444,7.557,4.23413113555444,8.9988,,9.61752,6.29465113555444,21.6178587309871,14.0817699432373,0.14926378428936,Gaia,4930.0,4.6,-0.1,0.761,0.742,,-0.57629,0.47,0.17,-0.11,9.92,46.1927452087402,46.14892578125,46.233402252197294,1.11475670337677,LO,0.0821114629507065,14.245648,2.4,4.2336,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HAT-P-1 b,HAT-P-1,1928431764627661440,1928431764627661440,346338552,,344.4453632,38.674919,9.827,3.8117673879356,9.156,3.1407673879356,8.858,2.8427673879356,9.76031,,10.1786,4.1633673879356,6.24380808510097,-2.64391350746155,0.226921692490578,Gaia,5980.0,4.359,0.13,1.151,1.174,G0 V,0.22463,,,,,159.605010986328,159.177490234375,160.018249511719,0.921804010868073,LO,0.0833749175071716,4.46529976,14.784671,2.85,HATNet,2006,HAT
WASP-164 b,WASP-164,6491038642006989056,6491038642006989056,237320326,,344.8735878,-60.4478194,12.603,5.04951688448675,11.365,3.81151688448675,10.959,3.40551688448675,12.003,,12.4679,4.91441688448675,3.06596763650593,11.2104120254517,0.803656995296478,Gaia,5806.0,4.45645,-0.01,0.946,0.932,G2 V,-0.06732,4.08,2.38,-2.38,,324.113128662109,322.771453857422,325.257873535156,0.995975732803345,LO,0.0625585094094276,1.7771255,12.643752,1.60368,SuperWASP-South,2018,WASP
HATS-32 b,HATS-32,2398227794405981568,2398227794405981568,204317710,,346.0750861,-21.2720168,14.386,5.01344617056288,13.09,3.71744617056288,12.699,3.32644617056288,13.7426,,14.2166,4.84404617056288,1.28688260744397,9.21441650390625,4.42898178100586,Gaia,5700.0,4.396,0.39,1.099,1.097,,0.0569,3.5,1.8,-1.8,,749.049926757813,740.064208984375,758.042297363281,1.0324649810791,LO,0.0,2.8126548,14.000041,2.8536,HATSouth,2016,HAT
TRAPPIST-1 c,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,15.288836,0.26034158,APOGEE,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,2.421937,1.097,0.7005,La Silla Observatory,2016,Other
TRAPPIST-1 h,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,24.025614,0.16058367,APOGEE,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,18.772866,0.755,1.269,Multiple Observatories,2017,Other
TRAPPIST-1 e,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,,,,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,6.101013,0.92,0.9293,Multiple Observatories,2017,Other
TRAPPIST-1 f,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,,,,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,9.20754,1.045,1.048,Multiple Observatories,2017,Other
TRAPPIST-1 g,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,,,,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,12.352446,1.129,1.137,Multiple Observatories,2017,Other
TRAPPIST-1 b,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,,,,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,1.510826,1.116,0.601,La Silla Observatory,2016,Other
TRAPPIST-1 d,TRAPPIST-1,2635476908753563008,2635476908753563008,278892590,,346.6263919,-5.0434618,17.02,16.5434336614697,11.354,10.8774336614697,10.296,9.8194336614697,13.8529,12.917,15.6451,15.1685336614697,80.2123161263575,,,,2566.0,5.2396,0.052,0.0898,0.1192,M8.0 V,-3.25727,,,,1.4,12.4541263580322,12.4432573318481,12.4656753540039,1.05056822299957,LO,0.473385363817215,4.049219,0.788,0.8145,La Silla Observatory,2016,Other
WASP-21 b,WASP-21,2831084391023184128,2831084391023184128,436478932,,347.4928024,18.3961597,11.59,4.57721220598347,10.35,3.33721220598347,9.982,2.96921220598347,10.9644,,11.3987,4.38591220598347,3.9089310021952,-89.2062454223633,0.463895946741104,Gaia,5800.0,4.277,-0.22,1.01,1.06,G3 V,0.30426,,,,,252.672256469727,251.613098144531,253.954879760742,0.914195358753204,LO,0.133293941617012,4.322482,11.99,3.3552,SuperWASP,2010,WASP
K2-238 b,K2-238,2631270761382148224,2631270757088861312,404243877,,347.7043164,-7.8575592,13.973,0.962757564814529,12.464,-0.546242435185471,12.032,-0.978242435185471,13.1749,13.552,13.6635,0.653257564814529,0.0293486832252785,6.71320056915283,4.85971403121948,Gaia,5630.0,4.11,0.34,1.19,1.59,G2 V,0.36,5.63,1.05,-1.97,,3999.89404296875,2896.72485351563,6187.76220703125,4.81830787658691,HI,0.994470715522766,3.20466,14.5717,3.331,K2,2018,K2
TOI-332 b,TOI-332,6529471108882243840,6529471108882243840,139285832,,348.0589516,-44.8764852,12.349,5.64240439362442,10.776,4.06940439362442,10.315,3.60840439362442,11.5273,,12.063,5.35640439362442,4.54161835452749,-6.65256834030151,0.366715967655182,Gaia,5251.0,4.46,0.256,0.88,0.87,K0 V,-0.22143,5.0,2.3,-2.3,35.6,219.441680908203,218.185852050781,220.480926513672,1.90936946868896,HI,0.163056790828705,0.777038,3.2,1.52,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-6 b,WASP-6,2385171398768647552,2385171398768647552,204376737,,348.1571282,-22.6741248,11.907,5.41890046731356,10.769,4.28090046731356,10.325,3.83690046731356,11.4779,,11.9761,5.48800046731356,5.00730124917113,11.8374557495117,0.887683212757111,Gaia,5438.0,4.565,-0.15,0.854,0.79,,-0.29675,3.2,2.1,-3.1,28.28,198.435745239258,197.831893920898,199.067123413086,0.913089990615845,LO,0.0624896511435509,3.3610026,12.5428494,2.5685869,SuperWASP,2009,WASP
HD 219134 b,HD 219134,2009481748875806976,2009481748875806976,283722336,HD 219134,348.3372026,57.1696255,5.56911,6.49121826289131,3.981,4.90310826289131,3.261,4.18310826289131,4.6278,,5.2402,6.16230826289131,152.864003897324,-18.6750087738037,0.119112625718117,Gaia,4699.0,4.567,0.11,0.81,0.778,K3 V,-0.57741,11.0,2.2,-2.2,,6.54000902175903,6.53765296936035,6.54217910766602,0.997941434383392,LO,0.423892706632614,3.092926,1.602,0.945,Roque de los Muchachos Observatory,2015,Other
HD 219134 c,HD 219134,2009481748875806976,2009481748875806976,283722336,HD 219134,348.3372026,57.1696255,5.56911,6.49121826289131,3.981,4.90310826289131,3.261,4.18310826289131,4.6278,,5.2402,6.16230826289131,152.864003897324,-18.6750087738037,0.119112625718117,Gaia,4699.0,4.567,0.11,0.81,0.778,K3 V,-0.57741,11.0,2.2,-2.2,,6.54000902175903,6.53765296936035,6.54217910766602,0.997941434383392,LO,0.423892706632614,6.76458,1.511,1.66,Roque de los Muchachos Observatory,2015,Other
WASP-52 b,WASP-52,2666015878575546496,2666015878575546496,427685831,,348.4947931,8.7610793,12.192,5.99468118834716,10.588,4.39068118834716,10.086,3.88868118834716,11.3819,,11.9537,5.75638118834716,5.72617040281175,-0.53731381893158,0.605389297008514,Gaia,5000.0,4.582,0.03,0.87,0.79,K2 V,-0.35366,0.4,0.3,-0.2,,173.565643310547,173.110534667969,173.965774536133,0.926052331924439,LO,0.0519823879003525,1.7497798,14.24,1.8096,SuperWASP,2012,WASP
K2-393 b,K2-393,2651117427299894656,2651117427299894656,279046938,,348.5159113,-0.0821031,11.84,4.7462352800973,10.694,3.6002352800973,10.284,3.1902352800973,11.3202,11.769,11.7768,4.6830352800973,3.76709141109783,-29.0357322692871,0.48434591293335,Gaia,5678.0,4.321,0.076,0.881,1.071,,0.04296,,,,,262.272613525391,261.3544921875,263.387573242188,1.04214751720428,LO,0.077483668923378,10.413181,2.352,,K2,2022,K2
K2-138 f,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,12.75758,2.904,3.2,K2,2017,K2
K2-138 d,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,5.40479,2.39,2.7,K2,2017,K2
K2-138 c,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,3.56004,2.299,2.38,K2,2017,K2
K2-138 g,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,41.96797,3.013,4.75,K2,2021,K2
K2-138 e,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,8.26146,3.39,2.97,K2,2017,K2
K2-138 b,K2-138,2413596935442139520,2413596935442139520,4610830,,348.9490311,-10.8497391,12.246,5.73050325995453,10.756,4.24050325995453,10.305,3.78950325995453,11.5018,12.069,12.0252,5.50970325995453,4.943713389715031,0.766300082206726,0.494297683238983,Gaia,5356.3,4.54,0.14,0.935,0.863,G8 V,-0.28654,2.8,3.8,-1.7,,200.95524597168,200.297729492188,201.638381958008,0.942869067192078,LO,0.0641739591956139,2.35309,1.51,2.01,K2,2017,K2
